DBCODE,ENTITY,SITE,REP,LAYER,DATE,VWC
SP036,1,FZ4,2,"30-60 cm",2016-10-12,0.296
SP036,1,FZ4,2,"30-60 cm",2016-10-22,0.298
SP036,1,FZ4,2,"30-60 cm",2017-04-28,0.307
SP036,1,FZ4,2,"30-60 cm",2017-05-20,0.289
SP036,1,FZ4,2,"30-60 cm",2017-06-17,0.245
SP036,1,FZ4,2,"30-60 cm",2017-07-11,0.217
SP036,1,FZ4,2,"30-60 cm",2017-08-03,0.204
SP036,1,FZ4,2,"30-60 cm",2017-09-01,0.197
SP036,1,FZ4,2,"30-60 cm",2017-09-23,0.289
SP036,1,FZ4,2,"30-60 cm",2017-10-15,0.277
SP036,1,FZ5,1,"0-30 cm",2016-08-16,0.162
SP036,1,FZ5,1,"0-30 cm",2016-08-30,0.135
SP036,1,FZ5,1,"0-30 cm",2016-09-24,0.244
SP036,1,FZ5,1,"0-30 cm",2016-10-06,0.290
SP036,1,FZ5,1,"0-30 cm",2016-10-12,0.273
SP036,1,FZ5,1,"0-30 cm",2016-10-22,0.283
SP036,1,FZ5,1,"0-30 cm",2017-04-28,0.304
SP036,1,FZ5,1,"0-30 cm",2017-05-20,0.273
SP036,1,FZ5,1,"0-30 cm",2017-06-17,0.272
SP036,1,FZ5,1,"0-30 cm",2017-07-11,0.168
SP036,1,FZ5,1,"0-30 cm",2017-08-03,0.160
SP036,1,FZ5,1,"0-30 cm",2017-09-01,0.156
SP036,1,FZ5,1,"0-30 cm",2017-09-23,0.275
SP036,1,FZ5,1,"0-30 cm",2017-10-15,0.281
SP036,1,FZ5,1,"30-60 cm",2016-08-16,0.176
SP036,1,FZ5,1,"30-60 cm",2016-08-30,0.189
SP036,1,FZ5,1,"30-60 cm",2016-09-24,0.164
SP036,1,FZ5,1,"30-60 cm",2016-10-06,0.204
SP036,1,FZ5,1,"30-60 cm",2016-10-12,0.210
SP036,1,FZ5,1,"30-60 cm",2016-10-22,0.252
SP036,1,FZ5,1,"30-60 cm",2017-04-28,0.260
SP036,1,FZ5,1,"30-60 cm",2017-05-20,0.247
SP036,1,FZ5,1,"30-60 cm",2017-06-17,0.195
SP036,1,FZ5,1,"30-60 cm",2017-07-11,0.199
SP036,1,FZ5,1,"30-60 cm",2017-08-03,0.194
SP036,1,FZ5,1,"30-60 cm",2017-09-01,0.187
SP036,1,FZ5,1,"30-60 cm",2017-09-23,0.225
SP036,1,FZ5,1,"30-60 cm",2017-10-15,0.242
SP036,1,FZ5,2,"0-30 cm",2016-08-16,0.157
SP036,1,FZ5,2,"0-30 cm",2016-08-30,0.132
SP036,1,FZ5,2,"0-30 cm",2016-09-24,0.215
SP036,1,FZ5,2,"0-30 cm",2016-10-06,0.267
SP036,1,FZ5,2,"0-30 cm",2016-10-12,0.252
SP036,1,FZ5,2,"0-30 cm",2016-10-22,0.267
SP036,1,FZ5,2,"0-30 cm",2017-04-28,0.282
SP036,1,FZ5,2,"0-30 cm",2017-05-20,0.255
SP036,1,FZ5,2,"0-30 cm",2017-06-17,0.244
SP036,1,FZ5,2,"0-30 cm",2017-07-11,0.175
SP036,1,FZ5,2,"0-30 cm",2017-08-03,0.163
SP036,1,FZ5,2,"0-30 cm",2017-09-01,0.158
SP036,1,FZ5,2,"0-30 cm",2017-09-23,0.258
SP036,1,FZ5,2,"0-30 cm",2017-10-15,0.262
SP036,1,FZ5,2,"30-60 cm",2016-08-16,0.135
SP036,1,FZ5,2,"30-60 cm",2016-08-30,0.151
SP036,1,FZ5,2,"30-60 cm",2016-09-24,0.109
SP036,1,FZ5,2,"30-60 cm",2016-10-06,0.177
SP036,1,FZ5,2,"30-60 cm",2016-10-12,0.175
SP036,1,FZ5,2,"30-60 cm",2016-10-22,0.190
SP036,1,FZ5,2,"30-60 cm",2017-04-28,0.211
SP036,1,FZ5,2,"30-60 cm",2017-05-20,0.192
SP036,1,FZ5,2,"30-60 cm",2017-06-17,0.141
SP036,1,FZ5,2,"30-60 cm",2017-07-11,0.140
SP036,1,FZ5,2,"30-60 cm",2017-08-03,0.143
SP036,1,FZ5,2,"30-60 cm",2017-09-01,0.133
SP036,1,FZ5,2,"30-60 cm",2017-09-23,0.171
SP036,1,FZ5,2,"30-60 cm",2017-10-15,0.184
SP036,1,FZ6,1,"0-30 cm",2016-08-16,0.169
SP036,1,FZ6,1,"0-30 cm",2016-08-30,0.152
SP036,1,FZ6,1,"0-30 cm",2016-09-24,0.180
SP036,1,FZ6,1,"0-30 cm",2016-10-06,0.230
SP036,1,FZ6,1,"0-30 cm",2016-10-12,0.232
SP036,1,FZ6,1,"0-30 cm",2016-10-22,0.260
SP036,1,FZ6,1,"0-30 cm",2017-04-28,0.295
SP036,1,FZ6,1,"0-30 cm",2017-05-20,0.271
SP036,1,FZ6,1,"0-30 cm",2017-06-17,0.241
SP036,1,FZ6,1,"0-30 cm",2017-07-11,0.185
SP036,1,FZ6,1,"0-30 cm",2017-08-03,0.176
SP036,1,FZ6,1,"0-30 cm",2017-09-01,0.172
SP036,1,FZ6,1,"0-30 cm",2017-09-23,0.230
SP036,1,FZ6,1,"0-30 cm",2017-10-15,0.249
SP036,1,FZ6,1,"30-60 cm",2016-08-16,0.179
SP036,1,FZ6,1,"30-60 cm",2016-08-30,0.165
SP036,1,FZ6,1,"30-60 cm",2016-09-24,0.179
SP036,1,FZ6,1,"30-60 cm",2016-10-06,0.213
SP036,1,FZ6,1,"30-60 cm",2016-10-12,0.205
SP036,1,FZ6,1,"30-60 cm",2016-10-22,0.239
SP036,1,FZ6,1,"30-60 cm",2017-04-28,0.252
SP036,1,FZ6,1,"30-60 cm",2017-05-20,0.230
SP036,1,FZ6,1,"30-60 cm",2017-06-17,0.203
SP036,1,FZ6,1,"30-60 cm",2017-07-11,0.185
SP036,1,FZ6,1,"30-60 cm",2017-08-03,0.175
SP036,1,FZ6,1,"30-60 cm",2017-09-01,0.171
SP036,1,FZ6,1,"30-60 cm",2017-09-23,0.227
SP036,1,FZ6,1,"30-60 cm",2017-10-15,0.231
SP036,1,FZ6,2,"0-30 cm",2016-08-16,0.165
SP036,1,FZ6,2,"0-30 cm",2016-08-30,0.142
SP036,1,FZ6,2,"0-30 cm",2016-09-24,0.215
SP036,1,FZ6,2,"0-30 cm",2016-10-06,0.267
SP036,1,FZ6,2,"0-30 cm",2016-10-12,0.262
SP036,1,FZ6,2,"0-30 cm",2016-10-22,0.284
SP036,1,FZ6,2,"0-30 cm",2017-04-28,0.305
SP036,1,FZ6,2,"0-30 cm",2017-05-20,0.267
SP036,1,FZ6,2,"0-30 cm",2017-06-17,0.269
SP036,1,FZ6,2,"0-30 cm",2017-07-11,0.180
SP036,1,FZ6,2,"0-30 cm",2017-08-03,0.172
SP036,1,FZ6,2,"0-30 cm",2017-09-01,0.167
SP036,1,FZ6,2,"0-30 cm",2017-09-23,0.261
SP036,1,FZ6,2,"0-30 cm",2017-10-15,0.278
SP036,1,FZ6,2,"30-60 cm",2016-08-16,0.167
SP036,1,FZ6,2,"30-60 cm",2016-08-30,0.155
SP036,1,FZ6,2,"30-60 cm",2016-09-24,0.176
SP036,1,FZ6,2,"30-60 cm",2016-10-06,0.218
SP036,1,FZ6,2,"30-60 cm",2016-10-12,0.233
SP036,1,FZ6,2,"30-60 cm",2016-10-22,0.251
SP036,1,FZ6,2,"30-60 cm",2017-04-28,0.266
SP036,1,FZ6,2,"30-60 cm",2017-05-20,0.257
SP036,1,FZ6,2,"30-60 cm",2017-06-17,0.243
SP036,1,FZ6,2,"30-60 cm",2017-07-11,0.194
SP036,1,FZ6,2,"30-60 cm",2017-08-03,0.169
SP036,1,FZ6,2,"30-60 cm",2017-09-01,0.159
SP036,1,FZ6,2,"30-60 cm",2017-09-23,0.208
SP036,1,FZ6,2,"30-60 cm",2017-10-15,0.243
SP036,1,GR2,1,"0-30 cm",2016-08-16,0.164
SP036,1,GR2,1,"0-30 cm",2016-08-30,0.164
SP036,1,GR2,1,"0-30 cm",2016-09-24,0.183
SP036,1,GR2,1,"0-30 cm",2016-10-06,0.227
SP036,1,GR2,1,"0-30 cm",2016-10-12,0.234
SP036,1,GR2,1,"0-30 cm",2016-10-22,0.258
SP036,1,GR2,1,"0-30 cm",2017-04-28,0.282
SP036,1,GR2,1,"0-30 cm",2017-05-20,0.260
SP036,1,GR2,1,"0-30 cm",2017-06-17,0.224
SP036,1,GR2,1,"0-30 cm",2017-07-11,0.183
SP036,1,GR2,1,"0-30 cm",2017-08-03,0.172
SP036,1,GR2,1,"0-30 cm",2017-09-01,0.167
SP036,1,GR2,1,"0-30 cm",2017-09-23,0.240
SP036,1,GR2,1,"0-30 cm",2017-10-15,0.255
SP036,1,GR2,2,"0-30 cm",2016-08-16,0.184
SP036,1,GR2,2,"0-30 cm",2016-08-30,0.187
SP036,1,GR2,2,"0-30 cm",2016-09-24,0.221
SP036,1,GR2,2,"0-30 cm",2016-10-06,0.288
SP036,1,GR2,2,"0-30 cm",2016-10-12,0.275
SP036,1,GR2,2,"0-30 cm",2016-10-22,0.301
SP036,1,GR2,2,"0-30 cm",2017-04-28,0.331
SP036,1,GR2,2,"0-30 cm",2017-05-20,0.301
SP036,1,GR2,2,"0-30 cm",2017-06-17,0.294
SP036,1,GR2,2,"0-30 cm",2017-07-11,0.203
SP036,1,GR2,2,"0-30 cm",2017-08-03,0.195
SP036,1,GR2,2,"0-30 cm",2017-09-01,0.187
SP036,1,GR2,2,"0-30 cm",2017-09-23,0.292
SP036,1,GR2,2,"0-30 cm",2017-10-15,0.298
SP036,1,GR2,2,"30-60 cm",2016-08-16,0.200
SP036,1,GR2,2,"30-60 cm",2016-08-30,0.196
SP036,1,GR2,2,"30-60 cm",2016-09-24,0.204
SP036,1,GR2,2,"30-60 cm",2016-10-06,0.337
SP036,1,GR2,2,"30-60 cm",2016-10-12,0.326
SP036,1,GR2,2,"30-60 cm",2016-10-22,0.320
SP036,1,GR2,2,"30-60 cm",2017-04-28,0.320
SP036,1,GR2,2,"30-60 cm",2017-05-20,0.318
SP036,1,GR2,2,"30-60 cm",2017-06-17,0.239
SP036,1,GR2,2,"30-60 cm",2017-07-11,0.213
SP036,1,GR2,2,"30-60 cm",2017-08-03,0.194
SP036,1,GR2,2,"30-60 cm",2017-09-01,0.188
SP036,1,GR2,2,"30-60 cm",2017-09-23,0.316
SP036,1,GR2,2,"30-60 cm",2017-10-15,0.310
SP036,1,GR3,1,"0-30 cm",2016-08-16,0.182
SP036,1,GR3,1,"0-30 cm",2016-08-30,0.178
SP036,1,GR3,1,"0-30 cm",2016-09-24,0.194
SP036,1,GR3,1,"0-30 cm",2016-10-06,0.253
SP036,1,GR3,1,"0-30 cm",2016-10-12,0.277
SP036,1,GR3,1,"0-30 cm",2016-10-22,0.308
SP036,1,GR3,1,"0-30 cm",2017-04-28,0.339
SP036,1,GR3,1,"0-30 cm",2017-05-20,0.309
SP036,1,GR3,1,"0-30 cm",2017-06-17,0.251
SP036,1,GR3,1,"0-30 cm",2017-07-11,0.189
SP036,1,GR3,1,"0-30 cm",2017-08-03,0.181
SP036,1,GR3,1,"0-30 cm",2017-09-01,0.179
SP036,1,GR3,1,"0-30 cm",2017-09-23,0.288
SP036,1,GR3,1,"0-30 cm",2017-10-15,0.299
SP036,1,GR3,1,"30-60 cm",2016-08-16,0.207
SP036,1,GR3,1,"30-60 cm",2016-08-30,0.210
SP036,1,GR3,1,"30-60 cm",2016-09-24,0.203
SP036,1,GR3,1,"30-60 cm",2016-10-06,0.210
SP036,1,GR3,1,"30-60 cm",2016-10-12,0.223
SP036,1,GR3,1,"30-60 cm",2016-10-22,0.299
SP036,1,GR3,1,"30-60 cm",2017-04-28,0.318
SP036,1,GR3,1,"30-60 cm",2017-05-20,0.310
SP036,1,GR3,1,"30-60 cm",2017-06-17,0.300
SP036,1,GR3,1,"30-60 cm",2017-07-11,0.240
SP036,1,GR3,1,"30-60 cm",2017-08-03,0.218
SP036,1,GR3,1,"30-60 cm",2017-09-01,0.212
SP036,1,GR3,1,"30-60 cm",2017-09-23,0.303
SP036,1,GR3,1,"30-60 cm",2017-10-15,0.316
SP036,1,GR3,2,"0-30 cm",2016-08-16,0.198
SP036,1,GR3,2,"0-30 cm",2016-08-30,0.199
SP036,1,GR3,2,"0-30 cm",2016-09-24,0.273
SP036,1,GR3,2,"0-30 cm",2016-10-06,0.344
SP036,1,GR3,2,"0-30 cm",2016-10-12,0.321
SP036,1,GR3,2,"0-30 cm",2016-10-22,0.338
SP036,1,GR3,2,"0-30 cm",2017-04-28,0.372
SP036,1,GR3,2,"0-30 cm",2017-05-20,0.335
SP036,1,GR3,2,"0-30 cm",2017-06-17,0.336
SP036,1,GR3,2,"0-30 cm",2017-07-11,0.217
SP036,1,GR3,2,"0-30 cm",2017-08-03,0.203
SP036,1,GR3,2,"0-30 cm",2017-09-01,0.200
SP036,1,GR3,2,"0-30 cm",2017-09-23,0.330
SP036,1,GR3,2,"0-30 cm",2017-10-15,0.334
SP036,1,GR3,2,"30-60 cm",2016-08-16,0.275
SP036,1,GR3,2,"30-60 cm",2016-08-30,0.271
SP036,1,GR3,2,"30-60 cm",2016-09-24,0.252
SP036,1,GR3,2,"30-60 cm",2016-10-06,0.396
SP036,1,GR3,2,"30-60 cm",2016-10-12,0.432
SP036,1,GR3,2,"30-60 cm",2016-10-22,0.435
SP036,1,GR3,2,"30-60 cm",2017-04-28,0.414
SP036,1,GR3,2,"30-60 cm",2017-05-20,0.435
SP036,1,GR3,2,"30-60 cm",2017-06-17,0.337
SP036,1,GR3,2,"30-60 cm",2017-07-11,0.318
SP036,1,GR3,2,"30-60 cm",2017-08-03,0.292
SP036,1,GR3,2,"30-60 cm",2017-09-01,0.279
SP036,1,GR3,2,"30-60 cm",2017-09-23,0.437
SP036,1,GR3,2,"30-60 cm",2017-10-15,0.427
SP036,1,GZ1,1,"0-30 cm",2016-08-16,0.174
SP036,1,GZ1,1,"0-30 cm",2016-08-30,0.155
SP036,1,GZ1,1,"0-30 cm",2016-09-24,0.237
SP036,1,GZ1,1,"0-30 cm",2016-10-06,0.293
SP036,1,GZ1,1,"0-30 cm",2016-10-12,0.272
SP036,1,GZ1,1,"0-30 cm",2016-10-22,0.287
SP036,1,GZ1,1,"0-30 cm",2017-04-28,0.307
SP036,1,GZ1,1,"0-30 cm",2017-05-20,0.273
SP036,1,GZ1,1,"0-30 cm",2017-06-17,0.247
SP036,1,GZ1,1,"0-30 cm",2017-07-11,0.188
SP036,1,GZ1,1,"0-30 cm",2017-08-03,0.178
SP036,1,GZ1,1,"0-30 cm",2017-09-01,0.173
SP036,1,GZ1,1,"0-30 cm",2017-09-23,0.269
SP036,1,GZ1,1,"0-30 cm",2017-10-15,0.274
SP036,1,GZ1,1,"30-60 cm",2016-08-16,0.227
SP036,1,GZ1,1,"30-60 cm",2016-08-30,0.222
SP036,1,GZ1,1,"30-60 cm",2016-09-24,0.242
SP036,1,GZ1,1,"30-60 cm",2016-10-06,0.315
SP036,1,GZ1,1,"30-60 cm",2016-10-12,0.316
SP036,1,GZ1,1,"30-60 cm",2016-10-22,0.323
SP036,1,GZ1,1,"30-60 cm",2017-04-28,0.344
SP036,1,GZ1,1,"30-60 cm",2017-05-20,0.337
SP036,1,GZ1,1,"30-60 cm",2017-06-17,0.322
SP036,1,GZ1,1,"30-60 cm",2017-07-11,0.275
SP036,1,GZ1,1,"30-60 cm",2017-08-03,0.247
SP036,1,GZ1,1,"30-60 cm",2017-09-01,0.237
SP036,1,GZ1,1,"30-60 cm",2017-09-23,0.326
SP036,1,GZ1,1,"30-60 cm",2017-10-15,0.316
SP036,1,GZ1,2,"0-30 cm",2016-08-16,0.181
SP036,1,GZ1,2,"0-30 cm",2016-08-30,0.177
SP036,1,GZ1,2,"0-30 cm",2016-09-24,0.205
SP036,1,GZ1,2,"0-30 cm",2016-10-06,0.305
SP036,1,GZ1,2,"0-30 cm",2016-10-12,0.285
SP036,1,GZ1,2,"0-30 cm",2016-10-22,0.303
SP036,1,GZ1,2,"0-30 cm",2017-04-28,0.320
SP036,1,GZ1,2,"0-30 cm",2017-05-20,0.291
SP036,1,GZ1,2,"0-30 cm",2017-06-17,0.257
SP036,1,GZ1,2,"0-30 cm",2017-07-11,0.193
SP036,1,GZ1,2,"0-30 cm",2017-08-03,0.188
SP036,1,GZ1,2,"0-30 cm",2017-09-01,0.181
SP036,1,GZ1,2,"0-30 cm",2017-09-23,0.283
SP036,1,GZ1,2,"0-30 cm",2017-10-15,0.287
SP036,1,GZ1,2,"30-60 cm",2016-08-16,0.286
SP036,1,GZ1,2,"30-60 cm",2016-08-30,0.271
SP036,1,GZ1,2,"30-60 cm",2016-09-24,0.286
SP036,1,GZ1,2,"30-60 cm",2016-10-06,0.279
SP036,1,GZ1,2,"30-60 cm",2016-10-12,0.362
SP036,1,GZ1,2,"30-60 cm",2016-10-22,0.409
SP036,1,GZ1,2,"30-60 cm",2017-04-28,0.417
SP036,1,GZ1,2,"30-60 cm",2017-05-20,0.414
SP036,1,GZ1,2,"30-60 cm",2017-06-17,0.366
SP036,1,GZ1,2,"30-60 cm",2017-07-11,0.346
SP036,1,GZ1,2,"30-60 cm",2017-08-03,0.309
SP036,1,GZ1,2,"30-60 cm",2017-09-01,0.293
SP036,1,GZ1,2,"30-60 cm",2017-09-23,0.387
SP036,1,GZ1,2,"30-60 cm",2017-10-15,0.414
SP036,1,GZ2,1,"0-30 cm",2016-08-16,0.157
SP036,1,GZ2,1,"0-30 cm",2016-08-30,0.127
SP036,1,GZ2,1,"0-30 cm",2016-09-24,0.230
SP036,1,GZ2,1,"0-30 cm",2016-10-06,0.291
SP036,1,GZ2,1,"0-30 cm",2016-10-12,0.272
SP036,1,GZ2,1,"0-30 cm",2016-10-22,0.292
SP036,1,GZ2,1,"0-30 cm",2017-04-28,0.315
SP036,1,GZ2,1,"0-30 cm",2017-05-20,0.286
SP036,1,GZ2,1,"0-30 cm",2017-06-17,0.280
SP036,1,GZ2,1,"0-30 cm",2017-07-11,0.166
SP036,1,GZ2,1,"0-30 cm",2017-08-03,0.154
SP036,1,GZ2,1,"0-30 cm",2017-09-01,0.151
SP036,1,GZ2,1,"0-30 cm",2017-09-23,0.275
SP036,1,GZ2,1,"0-30 cm",2017-10-15,0.285
SP036,1,GZ2,2,"0-30 cm",2016-08-16,0.160
SP036,1,GZ2,2,"0-30 cm",2016-08-30,0.146
SP036,1,GZ2,2,"0-30 cm",2016-09-24,0.230
SP036,1,GZ2,2,"0-30 cm",2016-10-06,0.303
SP036,1,GZ2,2,"0-30 cm",2016-10-12,0.289
SP036,1,GZ2,2,"0-30 cm",2016-10-22,0.307
SP036,1,GZ2,2,"0-30 cm",2017-04-28,0.324
SP036,1,GZ2,2,"0-30 cm",2017-05-20,0.292
SP036,1,GZ2,2,"0-30 cm",2017-06-17,0.287
SP036,1,GZ2,2,"0-30 cm",2017-07-11,0.171
SP036,1,GZ2,2,"0-30 cm",2017-08-03,0.159
SP036,1,GZ2,2,"0-30 cm",2017-09-01,0.153
SP036,1,GZ2,2,"0-30 cm",2017-09-23,0.273
SP036,1,GZ2,2,"0-30 cm",2017-10-15,0.290
SP036,1,GZ3,1,"0-30 cm",2016-08-16,0.171
SP036,1,GZ3,1,"0-30 cm",2016-08-30,0.174
SP036,1,GZ3,1,"0-30 cm",2016-09-24,0.222
SP036,1,GZ3,1,"0-30 cm",2016-10-06,0.263
SP036,1,GZ3,1,"0-30 cm",2016-10-12,0.255
SP036,1,GZ3,1,"0-30 cm",2016-10-22,0.269
SP036,1,GZ3,1,"0-30 cm",2017-04-28,0.308
SP036,1,GZ3,1,"0-30 cm",2017-05-20,0.296
SP036,1,GZ3,1,"0-30 cm",2017-06-17,0.295
SP036,1,GZ3,1,"0-30 cm",2017-07-11,0.213
SP036,1,GZ3,1,"0-30 cm",2017-08-03,0.190
SP036,1,GZ3,1,"0-30 cm",2017-09-01,0.176
SP036,1,GZ3,1,"0-30 cm",2017-09-23,0.261
SP036,1,GZ3,1,"0-30 cm",2017-10-15,0.278
SP036,1,GZ3,1,"30-60 cm",2016-08-16,0.199
SP036,1,GZ3,1,"30-60 cm",2016-08-30,0.190
SP036,1,GZ3,1,"30-60 cm",2016-09-24,0.233
SP036,1,GZ3,1,"30-60 cm",2016-10-06,0.320
SP036,1,GZ3,1,"30-60 cm",2016-10-12,0.295
SP036,1,GZ3,1,"30-60 cm",2016-10-22,0.312
SP036,1,GZ3,1,"30-60 cm",2017-04-28,0.310
SP036,1,GZ3,1,"30-60 cm",2017-05-20,0.273
SP036,1,GZ3,1,"30-60 cm",2017-06-17,0.221
SP036,1,GZ3,1,"30-60 cm",2017-07-11,0.184
SP036,1,GZ3,1,"30-60 cm",2017-08-03,0.188
SP036,1,GZ3,1,"30-60 cm",2017-09-01,0.189
SP036,1,GZ3,1,"30-60 cm",2017-09-23,0.278
SP036,1,GZ3,1,"30-60 cm",2017-10-15,0.293
SP036,1,GZ3,2,"0-30 cm",2016-08-16,0.159
SP036,1,GZ3,2,"0-30 cm",2016-08-30,0.156
SP036,1,GZ3,2,"0-30 cm",2016-09-24,0.193
SP036,1,GZ3,2,"0-30 cm",2016-10-06,0.263
SP036,1,GZ3,2,"0-30 cm",2016-10-12,0.249
SP036,1,GZ3,2,"0-30 cm",2016-10-22,0.264
SP036,1,GZ3,2,"0-30 cm",2017-04-28,0.286
SP036,1,GZ3,2,"0-30 cm",2017-05-20,0.255
SP036,1,GZ3,2,"0-30 cm",2017-06-17,0.232
SP036,1,GZ3,2,"0-30 cm",2017-07-11,0.171
SP036,1,GZ3,2,"0-30 cm",2017-08-03,0.164
SP036,1,GZ3,2,"0-30 cm",2017-09-01,0.157
SP036,1,GZ3,2,"0-30 cm",2017-09-23,0.253
SP036,1,GZ3,2,"0-30 cm",2017-10-15,0.257
SP036,1,GZ3,2,"30-60 cm",2016-08-16,0.284
SP036,1,GZ3,2,"30-60 cm",2016-08-30,0.267
SP036,1,GZ3,2,"30-60 cm",2016-09-24,0.248
SP036,1,GZ3,2,"30-60 cm",2016-10-06,0.344
SP036,1,GZ3,2,"30-60 cm",2016-10-12,0.364
SP036,1,GZ3,2,"30-60 cm",2016-10-22,0.402
SP036,1,GZ3,2,"30-60 cm",2017-04-28,0.447
SP036,1,GZ3,2,"30-60 cm",2017-05-20,0.446
SP036,1,GZ3,2,"30-60 cm",2017-06-17,0.313
SP036,1,GZ3,2,"30-60 cm",2017-07-11,0.364
SP036,1,GZ3,2,"30-60 cm",2017-08-03,0.290
SP036,1,GZ3,2,"30-60 cm",2017-09-01,0.271
SP036,1,GZ3,2,"30-60 cm",2017-09-23,0.427
SP036,1,GZ3,2,"30-60 cm",2017-10-15,0.408
SP036,1,HH1,1,"0-30 cm",2016-08-16,0.142
SP036,1,HH1,1,"0-30 cm",2016-08-30,0.131
SP036,1,HH1,1,"0-30 cm",2016-09-24,0.126
SP036,1,HH1,1,"0-30 cm",2016-10-06,0.159
SP036,1,HH1,1,"0-30 cm",2016-10-12,0.189
SP036,1,HH1,1,"0-30 cm",2016-10-22,0.140
SP036,1,HH1,1,"0-30 cm",2017-04-28,0.229
SP036,1,HH1,1,"0-30 cm",2017-05-20,0.202
SP036,1,HH1,1,"0-30 cm",2017-06-17,0.202
SP036,1,HH1,1,"0-30 cm",2017-07-11,0.175
SP036,1,HH1,1,"0-30 cm",2017-08-03,0.137
SP036,1,HH1,1,"0-30 cm",2017-09-01,0.126
SP036,1,HH1,1,"0-30 cm",2017-09-23,0.149
SP036,1,HH1,1,"0-30 cm",2017-10-15,0.182
SP036,1,HH1,1,"30-60 cm",2016-08-16,0.205
SP036,1,HH1,1,"30-60 cm",2016-08-30,0.213
SP036,1,HH1,1,"30-60 cm",2016-09-24,0.309
SP036,1,HH1,1,"30-60 cm",2016-10-06,0.381
SP036,1,HH1,1,"30-60 cm",2016-10-12,0.309
SP036,1,HH1,1,"30-60 cm",2016-10-22,0.378
SP036,1,HH1,1,"30-60 cm",2017-04-28,0.319
SP036,1,HH1,1,"30-60 cm",2017-05-20,0.304
SP036,1,HH1,1,"30-60 cm",2017-06-17,0.305
SP036,1,HH1,1,"30-60 cm",2017-07-11,0.224
SP036,1,HH1,1,"30-60 cm",2017-08-03,0.220
SP036,1,HH1,1,"30-60 cm",2017-09-01,0.221
SP036,1,HH1,1,"30-60 cm",2017-09-23,0.333
SP036,1,HH1,1,"30-60 cm",2017-10-15,0.321
SP036,1,HH1,2,"0-30 cm",2016-08-16,0.154
SP036,1,HH1,2,"0-30 cm",2016-08-30,0.149
SP036,1,HH1,2,"0-30 cm",2016-09-24,0.168
SP036,1,HH1,2,"0-30 cm",2016-10-06,0.198
SP036,1,HH1,2,"0-30 cm",2016-10-12,0.205
SP036,1,HH1,2,"0-30 cm",2016-10-22,0.226
SP036,1,HH1,2,"0-30 cm",2017-04-28,0.247
SP036,1,HH1,2,"0-30 cm",2017-05-20,0.228
SP036,1,HH1,2,"0-30 cm",2017-06-17,0.224
SP036,1,HH1,2,"0-30 cm",2017-07-11,0.163
SP036,1,HH1,2,"0-30 cm",2017-08-03,0.156
SP036,1,HH1,2,"0-30 cm",2017-09-01,0.152
SP036,1,HH1,2,"0-30 cm",2017-09-23,0.210
SP036,1,HH1,2,"0-30 cm",2017-10-15,0.225
SP036,1,HH1,2,"30-60 cm",2016-08-16,0.202
SP036,1,HH1,2,"30-60 cm",2016-08-30,0.203
SP036,1,HH1,2,"30-60 cm",2016-09-24,0.242
SP036,1,HH1,2,"30-60 cm",2016-10-06,0.363
SP036,1,HH1,2,"30-60 cm",2016-10-12,0.319
SP036,1,HH1,2,"30-60 cm",2016-10-22,0.334
SP036,1,HH1,2,"30-60 cm",2017-04-28,0.342
SP036,1,HH1,2,"30-60 cm",2017-05-20,0.321
SP036,1,HH1,2,"30-60 cm",2017-06-17,0.318
SP036,1,HH1,2,"30-60 cm",2017-07-11,0.264
SP036,1,HH1,2,"30-60 cm",2017-08-03,0.214
SP036,1,HH1,2,"30-60 cm",2017-09-01,0.200
SP036,1,HH1,2,"30-60 cm",2017-09-23,0.319
SP036,1,HH1,2,"30-60 cm",2017-10-15,0.325
SP036,1,HH2,1,"0-30 cm",2016-08-16,0.164
SP036,1,HH2,1,"0-30 cm",2016-08-30,0.162
SP036,1,HH2,1,"0-30 cm",2016-09-24,0.198
SP036,1,HH2,1,"0-30 cm",2016-10-06,0.278
SP036,1,HH2,1,"0-30 cm",2016-10-12,0.268
SP036,1,HH2,1,"0-30 cm",2016-10-22,0.287
SP036,1,HH2,1,"0-30 cm",2017-04-28,0.314
SP036,1,HH2,1,"0-30 cm",2017-05-20,0.282
SP036,1,HH2,1,"0-30 cm",2017-06-17,0.241
SP036,1,HH2,1,"0-30 cm",2017-07-11,0.179
SP036,1,HH2,1,"0-30 cm",2017-08-03,0.166
SP036,1,HH2,1,"0-30 cm",2017-09-01,0.162
SP036,1,HH2,1,"0-30 cm",2017-09-23,0.271
SP036,1,HH2,1,"0-30 cm",2017-10-15,0.285
SP036,1,HH2,1,"30-60 cm",2016-08-16,0.155
SP036,1,HH2,1,"30-60 cm",2016-08-30,0.155
SP036,1,HH2,1,"30-60 cm",2016-09-24,0.178
SP036,1,HH2,1,"30-60 cm",2016-10-06,0.197
SP036,1,HH2,1,"30-60 cm",2016-10-12,0.185
SP036,1,HH2,1,"30-60 cm",2016-10-22,0.231
SP036,1,HH2,1,"30-60 cm",2017-04-28,0.241
SP036,1,HH2,1,"30-60 cm",2017-05-20,0.224
SP036,1,HH2,1,"30-60 cm",2017-06-17,0.242
SP036,1,HH2,1,"30-60 cm",2017-07-11,0.168
SP036,1,HH2,1,"30-60 cm",2017-08-03,0.162
SP036,1,HH2,1,"30-60 cm",2017-09-01,0.158
